entry_time,exit_time,mode,side,entry_price,exit_price,gross_price_return_pct,net_trade_return_pct,bars_held,entry_reason,exit_reason,cost_bps_per_side,equity_after_trade
2021-04-13 10:00:00-04:00,2021-04-13 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,339.82,340.62,0.23541875110352878,0.19532859301985006,24,bias_change,session_close,2.0,98623.4252142696
2021-04-14 14:15:00-04:00,2021-04-14 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,336.88,336.49,0.11576822607456255,0.07572592341484885,7,bias_change,session_close,2.0,98698.10871371647
2021-04-16 10:00:00-04:00,2021-04-16 12:15:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,340.34,342.04169999999993,-0.49999999999998823,-0.539796019999994,10,bias_change,stop_loss,2.0,98165.34025106457
2021-04-19 10:30:00-04:00,2021-04-19 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,339.53,338.89,0.18849586192677714,0.1484244711218441,22,bias_change,session_close,2.0,98311.04163815717
2021-04-20 11:00:00-04:00,2021-04-20 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,336.465,336.32,0.043095121335051736,0.0030818850103031536,20,bias_change,session_close,2.0,98314.0714714129
2021-04-21 10:15:00-04:00,2021-04-21 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,335.8,339.3,1.042287075640262,1.001874202501507,23,bias_change,session_close,2.0,99299.05479091387
2021-04-22 13:30:00-04:00,2021-04-22 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,337.66,335.22,0.7226203873719118,0.6823353681217892,10,bias_change,session_close,2.0,99976.60736196292
2021-04-28 10:15:00-04:00,2021-04-28 11:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,340.49,338.78755,-0.49999999999999967,-0.539796019999994,7,bias_change,stop_loss,2.0,99436.93761449202
2021-04-28 15:00:00-04:00,2021-04-28 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,340.17,338.74,-0.4203780462709842,-0.46020591186758386,4,bias_change,session_close,2.0,98979.32294901005
2021-04-29 10:15:00-04:00,2021-04-29 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,339.99,340.22,-0.06764904850143186,-0.10761799158799379,23,bias_change,session_close,2.0,98872.80338956493
2021-05-03 10:30:00-04:00,2021-05-03 10:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,339.46,337.7627,-0.4999999999999954,-0.539796019999994,2,bias_change,stop_loss,2.0,98339.09193200564
2021-05-03 11:00:00-04:00,2021-05-03 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,337.56,336.132,0.42303590472804753,0.3828707072876192,20,bias_change,session_close,2.0,98715.60350882592
2021-05-04 10:00:00-04:00,2021-05-04 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,330.16,330.15,0.003028834504497137,-0.036968376908164124,24,bias_change,session_close,2.0,98679.10995245361
2021-05-05 09:45:00-04:00,2021-05-05 10:00:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,332.6,330.937,-0.5000000000000032,-0.539796019999994,2,bias_change,stop_loss,2.0,98146.44404435885
2021-05-05 10:45:00-04:00,2021-05-05 14:00:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,331.91,330.25045,-0.5000000000000073,-0.539796019999994,14,bias_change,stop_loss,2.0,97616.65344563588
2021-05-05 14:15:00-04:00,2021-05-05 15:15:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,330.58,328.9271,-0.49999999999999645,-0.539796019999994,5,stop_reentry,stop_loss,2.0,97089.72263547915
2021-05-06 11:00:00-04:00,2021-05-06 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,328.31,331.53,0.9807803600255766,0.9403920871127847,20,bias_change,session_close,2.0,98002.74670454295
2021-05-07 09:45:00-04:00,2021-05-07 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,334.1,334.16,0.017958695001497237,-0.022044487758143827,25,bias_change,session_close,2.0,97981.14250104302
2021-05-10 10:00:00-04:00,2021-05-10 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,329.99,325.61,1.3273129488772373,1.2867860767902028,24,bias_change,session_close,2.0,99241.95020062642
2021-05-11 10:45:00-04:00,2021-05-11 10:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,short,321.05,322.65524999999997,-0.4999999999999861,-0.539796019999983,1,bias_change,stop_loss,2.0,98706.24610327308
2021-05-11 11:45:00-04:00,2021-05-11 15:45:00-04:00,active_uncontested_session_reset|hybrid_reentry_once,long,323.7399,325.31,0.4849881031037648,0.44479812726205825,17,bias_change,session_close,2.0,99145.28963743111
