winner_id,variant,entry_mode,timeframe_min,timeframe_label,layer_id,is_baseline_layer,start_offset_min,cutoff,block_window,cost_bps_per_side,stop_loss_pct,take_profit_pct,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,profit_factor,trade_count,win_count,win_rate_pct,long_trades,short_trades,session_count,avg_trade_return_pct,avg_holding_bars,avg_holding_minutes,exposure_pct
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1330_block_lunch_1130_1300,False,0,13:30,lunch_1130_1300,0.0,1.25,3.5,314139.10360165994,214.13910360165994,26.073057202879802,11.517704754535686,1.7309195368662844,1.349817854048226,1163,576,49.527085124677555,591,572,1245,0.10251188043122464,24.490111779879623,244.90111779879624,56.80362475543198
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1430_block_lunch_1130_1300,False,15,14:30,lunch_1130_1300,0.0,1.25,3.5,306587.25111668836,206.58725111668838,25.45363163608696,10.677028336499072,1.7198777067002966,1.3212780057971734,1279,631,49.33541829554339,652,627,1245,0.09138301606062664,22.50195465207193,225.0195465207193,57.312326227988876
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1400_block_lunch_1130_1300,False,15,14:00,lunch_1130_1300,0.0,1.25,3.5,305662.5710585497,205.6625710585497,25.376952922142216,10.639641672391553,1.6962087241315413,1.3342995127049821,1217,605,49.71240755957272,617,600,1245,0.09568690511010153,23.39605587510271,233.96055875102712,56.741839151477706
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1415_block_lunch_1130_1300,False,15,14:15,lunch_1130_1300,0.0,1.25,3.5,303992.00296650705,203.99200296650704,25.237951426643022,10.63964167239153,1.6883617867608451,1.331280344039767,1228,610,49.6742671009772,624,604,1245,0.09438253446447675,23.254885993485342,232.54885993485343,56.90042220162702
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1500_block_lunch_1130_1300,False,15,15:00,lunch_1130_1300,0.0,1.25,3.5,303044.6567458217,203.04465674582167,25.158855499458,10.677028336499061,1.6475796658780069,1.3084996104630258,1334,652,48.87556221889056,683,651,1245,0.0867980306461003,21.719640179910044,217.19640179910044,57.66244465039646
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_15_cutoff_1445_block_lunch_1130_1300,False,15,14:45,lunch_1130_1300,0.0,1.25,3.5,301939.6649346478,201.9396649346478,25.066347850647432,10.677028336499028,1.6856408214457577,1.314106153486115,1296,636,49.074074074074076,661,635,1245,0.08901492770833572,22.260802469135804,222.60802469135803,57.442075996292864
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1430_block_lunch_1130_1230,False,0,14:30,lunch_1130_1230,0.0,1.25,3.5,301212.6395518611,201.21263955186112,25.00533539700387,11.36208901550103,1.6526653277746546,1.2996713735404484,1341,643,47.94929157345265,672,669,1245,0.08602970307532498,21.890380313199106,218.90380313199105,58.4903717433838
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1400_block_lunch_1130_1230,False,0,14:00,lunch_1130_1230,0.0,1.25,3.5,299065.6215528289,199.06562155282884,24.824468003028578,11.324989087638649,1.6305049646623015,1.3105328833263001,1280,617,48.203125,638,642,1245,0.08945681635635964,22.69921875,226.9921875,57.93430130779529
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1415_block_lunch_1130_1230,False,0,14:15,lunch_1130_1230,0.0,1.25,3.5,298496.10475098836,198.49610475098837,24.776317477548183,11.32498908763868,1.6302403569155308,1.309038175286865,1291,622,48.17970565453137,645,646,1245,0.08854540967940927,22.570100697134006,225.70100697134006,58.0908248378128
dominant_count_10m_always_on,active_dominant_count_session_reset,always_on_active,10,10m,start_00_cutoff_1500_block_lunch_1130_1230,False,0,15:00,lunch_1130_1230,0.0,1.25,3.5,297789.2016887584,197.7892016887584,24.71644942940665,11.87352228793024,1.5893108184361306,1.2883128601689733,1396,664,47.56446991404012,703,693,1245,0.08187259138724423,21.166905444126076,211.66905444126076,58.84049016579137
