timeframe_minutes,family,domcycle,leveling,entry_buffer,exit_ratio,side,entry_time,exit_time,entry_price,exit_price,holding_bars,trade_return_pct,pnl_dollars_on_25k
5,breakout,40,5.0,4.0,1.0,long,2024-03-05 15:49:00-05:00,2024-03-05 15:59:00-05:00,435.25,436.05,2,0.14380241240667505,35.95060310166876
5,breakout,40,5.0,4.0,1.0,short,2024-03-08 11:14:00-05:00,2024-03-08 15:59:00-05:00,445.07,439.0,57,1.323830408699751,330.9576021749378
5,breakout,40,5.0,4.0,1.0,long,2024-03-12 10:09:00-04:00,2024-03-12 15:59:00-04:00,439.58,443.69,70,0.8949833932390084,223.74584830975212
5,breakout,40,5.0,4.0,1.0,short,2024-03-13 09:49:00-04:00,2024-03-13 15:59:00-04:00,440.79,440.23,74,0.08704462442433285,21.76115610608321
5,breakout,40,5.0,4.0,1.0,long,2024-03-18 09:39:00-04:00,2024-03-18 13:09:00-04:00,439.77,438.07,42,-0.4265657048002347,-106.64142620005867
5,breakout,40,5.0,4.0,1.0,long,2024-03-19 12:34:00-04:00,2024-03-19 15:59:00-04:00,437.2201,438.58,41,0.27103327591754933,67.75831897938734
5,breakout,40,5.0,4.0,1.0,long,2024-03-21 09:39:00-04:00,2024-03-21 13:49:00-04:00,448.7,447.705,50,-0.2617517272119496,-65.43793180298739
5,breakout,40,5.0,4.0,1.0,short,2024-03-21 13:59:00-04:00,2024-03-21 15:59:00-04:00,447.245,445.8,24,0.28308913459065943,70.77228364766486
5,breakout,40,5.0,4.0,1.0,short,2024-03-22 09:44:00-04:00,2024-03-22 13:04:00-04:00,444.6625,446.54,40,-0.4622303432378505,-115.55758580946262
5,breakout,40,5.0,4.0,1.0,long,2024-03-22 13:14:00-04:00,2024-03-22 15:59:00-04:00,446.9201,446.2,33,-0.20112499751074206,-50.28124937768552
5,breakout,40,5.0,4.0,1.0,short,2024-03-25 09:44:00-04:00,2024-03-25 14:09:00-04:00,442.74,446.07,53,-0.7921344355603698,-198.03360889009244
5,breakout,40,5.0,4.0,1.0,short,2024-03-26 15:29:00-04:00,2024-03-26 15:59:00-04:00,444.88,443.31,6,0.3129041539291455,78.22603848228638
5,breakout,40,5.0,4.0,1.0,long,2024-03-27 15:44:00-04:00,2024-03-27 15:59:00-04:00,444.59,444.935,3,0.037599586135557174,9.399896533889294
5,breakout,40,5.0,4.0,1.0,long,2024-04-01 09:49:00-04:00,2024-04-01 10:54:00-04:00,447.06,444.42,13,-0.6305247617769449,-157.63119044423624
5,breakout,40,5.0,4.0,1.0,short,2024-04-02 09:39:00-04:00,2024-04-02 13:04:00-04:00,439.17,440.22,41,-0.27908736935582823,-69.77184233895706
5,breakout,40,5.0,4.0,1.0,long,2024-04-02 15:39:00-04:00,2024-04-02 15:59:00-04:00,441.05,441.07,4,-0.03546536673846742,-8.866341684616854
5,breakout,40,5.0,4.0,1.0,long,2024-04-03 10:34:00-04:00,2024-04-03 14:59:00-04:00,443.17,442.72,53,-0.14154116930297664,-35.38529232574416
5,breakout,40,5.0,4.0,1.0,short,2024-04-03 15:14:00-04:00,2024-04-03 15:59:00-04:00,441.44,442.06,9,-0.18044943820223922,-45.1123595505598
5,breakout,40,5.0,4.0,1.0,long,2024-04-04 09:49:00-04:00,2024-04-04 14:09:00-04:00,446.2,444.29,52,-0.4680591662931377,-117.01479157328443
5,breakout,40,5.0,4.0,1.0,short,2024-04-04 14:14:00-04:00,2024-04-04 15:59:00-04:00,443.3499,435.24,21,1.7892323963533086,447.30809908832714
5,breakout,40,5.0,4.0,1.0,short,2024-04-09 10:44:00-04:00,2024-04-09 15:34:00-04:00,438.035,441.536,58,-0.8392512013880181,-209.81280034700453
5,breakout,40,5.0,4.0,1.0,long,2024-04-11 13:14:00-04:00,2024-04-11 15:59:00-04:00,443.275,445.46,33,0.45292200101516134,113.23050025379034
5,breakout,40,5.0,4.0,1.0,short,2024-04-12 09:39:00-04:00,2024-04-12 15:54:00-04:00,441.35,438.04,75,0.7099716778067267,177.49291945168167
5,breakout,40,5.0,4.0,1.0,short,2024-04-15 13:29:00-04:00,2024-04-15 15:59:00-04:00,432.79,430.99,30,0.3759060976455131,93.97652441137828
5,breakout,40,5.0,4.0,1.0,short,2024-04-18 13:24:00-04:00,2024-04-18 15:59:00-04:00,423.25,423.36,31,-0.06598936798583473,-16.497341996458683
5,breakout,40,5.0,4.0,1.0,short,2024-04-19 10:24:00-04:00,2024-04-19 13:54:00-04:00,419.04,418.34,42,0.12704849179076663,31.762122947691662
5,breakout,40,5.0,4.0,1.0,long,2024-04-22 09:39:00-04:00,2024-04-22 15:59:00-04:00,417.18,418.85,76,0.36030682199529984,90.07670549882496
5,breakout,40,5.0,4.0,1.0,long,2024-04-24 09:49:00-04:00,2024-04-24 10:54:00-04:00,429.48,427.25,13,-0.5592325603054937,-139.80814007637343
5,breakout,40,5.0,4.0,1.0,short,2024-04-24 11:09:00-04:00,2024-04-24 15:59:00-04:00,426.38,426.43,58,-0.05172662882875652,-12.931657207189131
5,breakout,40,5.0,4.0,1.0,short,2024-04-25 09:39:00-04:00,2024-04-25 13:04:00-04:00,418.77,422.87,41,-1.01905771664637,-254.76442916159246
5,breakout,40,5.0,4.0,1.0,long,2024-04-25 13:54:00-04:00,2024-04-25 15:59:00-04:00,424.675,424.38,25,-0.10946488491199609,-27.366221227999024
5,breakout,40,5.0,4.0,1.0,long,2024-04-26 09:44:00-04:00,2024-04-26 14:19:00-04:00,428.52,431.31,55,0.6110781293755263,152.7695323438816
5,breakout,40,5.0,4.0,1.0,short,2024-04-29 14:34:00-04:00,2024-04-29 15:59:00-04:00,431.57,432.74,17,-0.3111031814074172,-77.7757953518543
5,breakout,40,5.0,4.0,1.0,short,2024-04-30 12:49:00-04:00,2024-04-30 15:59:00-04:00,427.59,424.53,38,0.6756388128815027,168.9097032203757
5,breakout,40,5.0,4.0,1.0,short,2024-05-01 09:39:00-04:00,2024-05-01 13:39:00-04:00,422.97,422.01,48,0.18696645152139316,46.74161288034829
5,breakout,40,5.0,4.0,1.0,long,2024-05-01 14:04:00-04:00,2024-05-01 15:59:00-04:00,423.54,421.45,23,-0.5334598857250894,-133.36497143127235
5,breakout,40,5.0,4.0,1.0,long,2024-05-03 09:39:00-04:00,2024-05-03 15:24:00-04:00,433.8275,435.69,69,0.38931810454616134,97.32952613654034
5,breakout,40,5.0,4.0,1.0,long,2024-05-07 09:44:00-04:00,2024-05-07 12:49:00-04:00,440.9,441.54,37,0.10515763211613298,26.289408029033243
5,breakout,40,5.0,4.0,1.0,short,2024-05-07 13:49:00-04:00,2024-05-07 15:59:00-04:00,440.4499,440.29,26,-0.0036962115328042717,-0.9240528832010679
5,breakout,40,5.0,4.0,1.0,long,2024-05-10 09:39:00-04:00,2024-05-10 10:34:00-04:00,443.42,441.41,11,-0.49329484461683615,-123.32371115420904
5,breakout,40,5.0,4.0,1.0,short,2024-05-13 13:14:00-04:00,2024-05-13 15:59:00-04:00,442.435,443.1,33,-0.19030456451230468,-47.576141128076166
5,breakout,40,5.0,4.0,1.0,long,2024-05-14 14:19:00-04:00,2024-05-14 15:59:00-04:00,445.26,445.97,20,0.11945739567893025,29.864348919732564
5,breakout,40,5.0,4.0,1.0,short,2024-05-16 12:04:00-04:00,2024-05-16 15:59:00-04:00,453.79,451.96,47,0.3632702351307926,90.81755878269816
5,breakout,40,5.0,4.0,1.0,short,2024-05-17 14:14:00-04:00,2024-05-17 15:04:00-04:00,450.1399,451.35,10,-0.3088275356172554,-77.20688390431384
5,breakout,40,5.0,4.0,1.0,short,2024-05-21 09:44:00-04:00,2024-05-21 13:49:00-04:00,453.5,454.93,49,-0.35532524807056376,-88.83131201764094
5,breakout,40,5.0,4.0,1.0,short,2024-05-22 13:44:00-04:00,2024-05-22 15:59:00-04:00,454.88,455.68,27,-0.21587055926837626,-53.96763981709407
5,breakout,40,5.0,4.0,1.0,long,2024-05-23 09:49:00-04:00,2024-05-23 14:04:00-04:00,458.7799,453.605,51,-1.1679700788983993,-291.9925197245998
5,breakout,40,5.0,4.0,1.0,long,2024-05-24 11:09:00-04:00,2024-05-24 15:59:00-04:00,458.39,458.01,58,-0.12289884159776716,-30.724710399441793
5,breakout,40,5.0,4.0,1.0,short,2024-05-28 14:34:00-04:00,2024-05-28 15:59:00-04:00,457.37,459.68,17,-0.5450615475435727,-136.26538688589318
5,breakout,40,5.0,4.0,1.0,short,2024-05-30 10:49:00-04:00,2024-05-30 13:24:00-04:00,453.15,454.26,31,-0.2849520026481356,-71.2380006620339
5,breakout,40,5.0,4.0,1.0,short,2024-05-31 10:34:00-04:00,2024-05-31 14:49:00-04:00,446.435,445.62,51,0.14255737117385262,35.63934279346316
5,breakout,40,5.0,4.0,1.0,long,2024-05-31 15:14:00-04:00,2024-05-31 15:59:00-04:00,446.72,451.72,9,1.079269340974216,269.81733524355406
5,breakout,40,5.0,4.0,1.0,long,2024-06-04 14:24:00-04:00,2024-06-04 15:19:00-04:00,454.87,453.38,11,-0.36756611779189985,-91.89152944797496
5,breakout,40,5.0,4.0,1.0,long,2024-06-05 09:49:00-04:00,2024-06-05 15:49:00-04:00,457.74,462.38,72,0.9736758858740658,243.41897146851645
5,breakout,40,5.0,4.0,1.0,short,2024-06-06 09:59:00-04:00,2024-06-06 15:59:00-04:00,462.5,463.41,72,-0.2367567567567663,-59.18918918919158
5,breakout,40,5.0,4.0,1.0,short,2024-06-07 14:14:00-04:00,2024-06-07 15:59:00-04:00,462.095,462.97,21,-0.22935500275918394,-57.33875068979599
5,breakout,40,5.0,4.0,1.0,long,2024-06-11 14:04:00-04:00,2024-06-11 15:59:00-04:00,466.44,468.05,23,0.30516765285996783,76.29191321499196
5,breakout,40,5.0,4.0,1.0,long,2024-06-12 09:39:00-04:00,2024-06-12 13:44:00-04:00,473.075,474.42,49,0.24431009882154966,61.07752470538741
5,breakout,40,5.0,4.0,1.0,short,2024-06-12 14:09:00-04:00,2024-06-12 15:59:00-04:00,473.98,474.14,22,-0.07375669859486673,-18.439174648716683
5,breakout,40,5.0,4.0,1.0,long,2024-06-17 11:24:00-04:00,2024-06-17 15:59:00-04:00,480.93,485.05,55,0.8166735283721095,204.16838209302736
5,breakout,40,5.0,4.0,1.0,short,2024-06-18 09:39:00-04:00,2024-06-18 15:59:00-04:00,484.945,485.23,76,-0.09876955118622184,-24.69238779655546
5,breakout,40,5.0,4.0,1.0,long,2024-06-20 09:44:00-04:00,2024-06-20 10:19:00-04:00,486.765,483.485,7,-0.713836450854104,-178.459112713526
5,breakout,40,5.0,4.0,1.0,short,2024-06-20 12:29:00-04:00,2024-06-20 15:59:00-04:00,482.11,481.38,42,0.11141772624505113,27.854431561262782
5,breakout,40,5.0,4.0,1.0,long,2024-06-21 11:59:00-04:00,2024-06-21 15:59:00-04:00,482.41,480.06,48,-0.5271374971497367,-131.78437428743416
5,breakout,40,5.0,4.0,1.0,short,2024-06-24 09:44:00-04:00,2024-06-24 15:59:00-04:00,477.72,473.91,75,0.7575383069580566,189.38457673951416
5,breakout,40,5.0,4.0,1.0,long,2024-06-25 10:04:00-04:00,2024-06-25 15:59:00-04:00,477.13,479.36,71,0.4273778634753711,106.84446586884278
5,breakout,40,5.0,4.0,1.0,short,2024-06-26 15:19:00-04:00,2024-06-26 15:59:00-04:00,478.86,480.39,8,-0.35950883347950935,-89.87720836987734
5,breakout,40,5.0,4.0,1.0,long,2024-06-27 09:39:00-04:00,2024-06-27 11:34:00-04:00,482.58,479.585,23,-0.6606224874632183,-165.15562186580456
